Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
09/04/2020,ID-KS,Kalimantan Selatan,0,1,2,-3,21,4,3,14,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,1.154.385.783,-2.993.594.979,0.00,5.22,0.25,0.99,19.05%,14.29%,0.00,
09/04/2020,ID-KT,Kalimantan Tengah,0,0,0,0,16,1,6,9,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,1.134.176.536,-1.602.484.653,0.00,6.22,0.00,0.39,6.25%,37.50%,1.00,0.00
09/04/2020,ID-KI,Kalimantan Timur,0,0,5,-5,28,1,6,21,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,1.164.684.405,0.45385803,0.00,7.88,0.00,0.28,3.57%,21.43%,0.00,1.00
09/04/2020,ID-KU,Kalimantan Utara,0,0,0,0,16,0,0,16,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,1.162.188.791,2.891.012.621,0.00,24.68,0.00,0.00,0.00%,0.00%,0.00,1.00
09/04/2020,ID-BB,Kepulauan Bangka Belitung,1,0,0,1,3,1,0,2,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,1.065.499.324,-2.447.444.127,0.72,2.17,0.00,0.72,33.33%,0.00%,,1.00
09/04/2020,ID-KR,Kepulauan Riau,11,0,0,11,16,3,2,11,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261.746,3.916.346,5.70,8.29,0.00,1.55,18.75%,12.50%,,1.00
09/04/2020,ID-LA,Lampung,0,0,2,-2,14,5,2,7,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,1.050.214.366,-4.916.792.975,0.00,1.54,0.00,0.55,35.71%,14.29%,0.00,0.00
09/04/2020,ID-MA,Maluku,0,0,0,0,3,0,0,3,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576.792,-3.192.572,0.00,1.62,0.00,0.00,0.00%,0.00%,0.00,1.00
09/04/2020,ID-MU,Maluku Utara,0,0,1,-1,2,0,1,1,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,1.275.391.072,0.212036949,0.00,1.53,0.00,0.00,0.00%,50.00%,0.00,1.00
09/04/2020,ID-NB,Nusa Tenggara Barat,5,0,2,3,12,0,2,10,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,1.175.086.257,-8.606.998.866,0.95,2.28,0.00,0.00,0.00%,16.67%,,1.00
09/04/2020,ID-NT,Nusa Tenggara Timur,1,0,0,1,1,0,0,1,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592.271,-8.682.205,0.18,0.18,0.00,0.00,0.00%,0.00%,,
09/04/2020,ID-PA,Papua,0,0,0,0,36,3,4,29,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,13.869.603,-466.620.953,0.00,8.29,0.00,0.69,8.33%,11.11%,0.00,1.00
09/04/2020,ID-PB,Papua Barat,0,0,0,0,2,0,0,2,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,1.329.762.624,-2.045.160.182,0.00,1.75,0.00,0.00,0.00%,0.00%,1.00,1.00
09/04/2020,ID-RI,Riau,1,1,0,0,12,3,1,8,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,1.018.051.092,0.511647851,0.16,1.98,0.16,0.49,25.00%,8.33%,,
09/04/2020,ID-SR,Sulawesi Barat,0,0,0,0,2,0,0,2,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,1.193.450.194,-2.461.746.053,0.00,1.28,0.00,0.00,0.00%,0.00%,1.00,1.00
09/04/2020,ID-SN,Sulawesi Selatan,6,0,0,6,131,11,24,96,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,1.201.620.559,-3.731.080.714,0.64,13.90,0.00,1.17,8.40%,18.32%,1.20,0.00
09/04/2020,ID-ST,Sulawesi Tengah,0,0,0,0,5,2,2,1,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,1.212.010.927,-100.413.668,0.00,1.69,0.00,0.68,40.00%,40.00%,1.00,1.00
09/04/2020,ID-SG,Sulawesi Tenggara,5,0,0,5,15,0,1,14,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070.311,-4.124.688.793,1.90,5.69,0.00,0.00,0.00%,6.67%,1.25,1.00
09/04/2020,ID-SA,Sulawesi Utara,0,0,0,0,6,2,0,4,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,1.245.212.396,1.259.638.212,0.00,2.27,0.00,0.76,33.33%,0.00%,1.00,1.00
09/04/2020,ID-SB,Sumatera Barat,0,0,0,0,18,0,0,18,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,1.004.650.624,-0.850253225,0.00,3.26,0.00,0.00,0.00%,0.00%,1.00,1.00
09/04/2020,ID-SS,Sumatera Selatan,1,0,0,1,16,0,1,15,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,1.041.694.647,-3.216.211.808,0.12,1.95,0.00,0.00,0.00%,6.25%,,1.00
09/04/2020,ID-SU,Sumatera Utara,0,0,0,0,48,5,0,43,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,9.905.196.442,2.191.894.453,0.00,3.23,0.00,0.34,10.42%,0.00%,0.00,1.00
10/04/2020,ID-AC,Aceh,0,0,0,0,5,0,1,4,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,9.691.052.174,4.225.614.628,0.00,0.95,0.00,0.00,0.00%,20.00%,1.00,1.00
10/04/2020,ID-BA,Bali,12,0,1,11,66,0,14,52,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,1.151.317.136,-8.369.471.688,2.85,15.65,0.00,0.00,0.00%,21.21%,0.86,1.00
10/04/2020,ID-BT,Banten,21,1,0,20,166,23,9,134,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,1.061.090.043,-6.456.736.388,1.96,15.48,0.09,2.15,13.86%,5.42%,7.00,0.50
10/04/2020,ID-BE,Bengkulu,0,0,0,0,4,1,0,3,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,1.023.384.213,-3.533.583.627,0.00,2.00,0.00,0.50,25.00%,0.00%,0.00,1.00
10/04/2020,ID-JK,DKI Jakarta,50,11,4,35,1240,192,73,975,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,1.068.361.183,-6.204.698.991,4.61,114.33,1.01,17.70,15.48%,5.89%,0.22,0.32
10/04/2020,ID-YO,Daerah Istimewa Yogyakarta,0,0,3,-3,25,6,13,6,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,1.104.448.783,-789.450.185,0.00,6.89,0.00,1.65,24.00%,52.00%,0.00,1.00
10/04/2020,ID-GO,Gorontalo,1,0,0,1,1,0,0,1,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,1.223.760.581,0.687002604,0.85,0.85,0.00,0.00,0.00%,0.00%,,
10/04/2020,IDN,Indonesia,219,26,30,163,3512,306,282,2924,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921.327,-0.789275,0.83,13.24,0.10,1.15,8.71%,8.03%,0.65,0.65
10/04/2020,ID-JA,Jambi,0,0,0,0,1,0,0,1,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,1.027.236.404,-169.769.766,0.00,0.29,0.00,0.00,0.00%,0.00%,1.00,1.00
10/04/2020,ID-JB,Jawa Barat,10,0,0,10,415,37,20,358,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,1.076.037.083,-6.920.432.083,0.22,9.19,0.00,0.82,8.92%,4.82%,0.56,0.00
10/04/2020,ID-JT,Jawa Tengah,0,0,0,0,131,28,32,71,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,1.102.011.149,-7.259.097.177,0.00,3.60,0.00,0.77,21.37%,24.43%,0.00,0.00
10/04/2020,ID-JI,Jawa Timur,33,4,11,18,207,21,47,139,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,1.127.329.414,-7.723.345.579,0.82,5.11,0.10,0.52,10.14%,22.71%,1.22,2.00
10/04/2020,ID-KB,Kalimantan Barat,0,0,0,0,7,1,3,3,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,1.111.211.776,-0.086474572,0.00,1.29,0.00,0.18,14.29%,42.86%,1.00,1.00
10/04/2020,ID-KS,Kalimantan Selatan,7,0,0,7,28,4,3,21,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,1.154.385.783,-2.993.594.979,1.74,6.96,0.00,0.99,14.29%,10.71%,,0.00
10/04/2020,ID-KT,Kalimantan Tengah,4,0,1,3,20,1,7,12,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,1.134.176.536,-1.602.484.653,1.56,7.78,0.00,0.39,5.00%,35.00%,,1.00
10/04/2020,ID-KI,Kalimantan Timur,4,0,0,4,32,1,6,25,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,1.164.684.405,0.45385803,1.13,9.01,0.00,0.28,3.13%,18.75%,,1.00
10/04/2020,ID-KU,Kalimantan Utara,0,0,0,0,16,0,0,16,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,1.162.188.791,2.891.012.621,0.00,24.68,0.00,0.00,0.00%,0.00%,1.00,1.00
10/04/2020,ID-BB,Kepulauan Bangka Belitung,0,0,0,0,3,1,0,2,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,1.065.499.324,-2.447.444.127,0.00,2.17,0.00,0.72,33.33%,0.00%,0.00,1.00
10/04/2020,ID-KR,Kepulauan Riau,0,0,0,0,16,3,2,11,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261.746,3.916.346,0.00,8.29,0.00,1.55,18.75%,12.50%,0.00,1.00
10/04/2020,ID-LA,Lampung,5,0,0,5,19,5,2,12,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,1.050.214.366,-4.916.792.975,0.55,2.09,0.00,0.55,26.32%,10.53%,,1.00
10/04/2020,ID-MA,Maluku,0,0,0,0,3,0,0,3,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576.792,-3.192.572,0.00,1.62,0.00,0.00,0.00%,0.00%,1.00,1.00
10/04/2020,ID-MU,Maluku Utara,0,0,0,0,2,0,1,1,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,1.275.391.072,0.212036949,0.00,1.53,0.00,0.00,0.00%,50.00%,1.00,1.00
10/04/2020,ID-NB,Nusa Tenggara Barat,9,0,0,9,21,0,2,19,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,1.175.086.257,-8.606.998.866,1.71,3.98,0.00,0.00,0.00%,9.52%,1.80,1.00
10/04/2020,ID-NT,Nusa Tenggara Timur,0,0,0,0,1,0,0,1,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592.271,-8.682.205,0.00,0.18,0.00,0.00,0.00%,0.00%,0.00,1.00
10/04/2020,ID-PA,Papua,0,1,1,-2,36,4,5,27,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,13.869.603,-466.620.953,0.00,8.29,0.23,0.92,11.11%,13.89%,1.00,
10/04/2020,ID-PB,Papua Barat,0,0,0,0,2,0,0,2,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,1.329.762.624,-2.045.160.182,0.00,1.75,0.00,0.00,0.00%,0.00%,1.00,1.00
10/04/2020,ID-RI,Riau,0,0,1,-1,12,3,2,7,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,1.018.051.092,0.511647851,0.00,1.98,0.00,0.49,25.00%,16.67%,0.00,0.00
10/04/2020,ID-SR,Sulawesi Barat,1,0,0,1,3,0,0,3,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,1.193.450.194,-2.461.746.053,0.64,1.92,0.00,0.00,0.00%,0.00%,,1.00
10/04/2020,ID-SN,Sulawesi Selatan,33,1,0,32,164,12,24,128,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,1.201.620.559,-3.731.080.714,3.50,17.40,0.11,1.27,7.32%,14.63%,5.50,
10/04/2020,ID-ST,Sulawesi Tengah,9,0,0,9,14,2,2,10,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,1.212.010.927,-100.413.668,3.05,4.74,0.00,0.68,14.29%,14.29%,,1.00
10/04/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,15,0,1,14,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070.311,-4.124.688.793,0.00,5.69,0.00,0.00,0.00%,6.67%,0.00,1.00
10/04/2020,ID-SA,Sulawesi Utara,5,1,0,4,11,3,0,8,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,1.245.212.396,1.259.638.212,1.89,4.16,0.38,1.14,27.27%,0.00%,,
10/04/2020,ID-SB,Sumatera Barat,13,3,5,5,31,3,5,23,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,1.004.650.624,-0.850253225,2.36,5.62,0.54,0.54,9.68%,16.13%,,
10/04/2020,ID-SS,Sumatera Selatan,1,0,0,1,17,0,1,16,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,1.041.694.647,-3.216.211.808,0.12,2.07,0.00,0.00,0.00%,5.88%,1.00,1.00
10/04/2020,ID-SU,Sumatera Utara,0,0,8,-8,48,5,8,35,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,9.905.196.442,2.191.894.453,0.00,3.23,0.00,0.34,10.42%,16.67%,1.00,1.00
11/04/2020,ID-AC,Aceh,0,0,0,0,5,0,1,4,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,9.691.052.174,4.225.614.628,0.00,0.95,0.00,0.00,0.00%,20.00%,1.00,1.00
11/04/2020,ID-BA,Bali,4,0,0,4,70,0,14,56,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,1.151.317.136,-8.369.471.688,0.95,16.60,0.00,0.00,0.00%,20.00%,0.33,1.00
11/04/2020,ID-BT,Banten,31,0,1,30,197,23,10,164,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,1.061.090.043,-6.456.736.388,2.89,18.37,0.00,2.15,11.68%,5.08%,1.48,0.00
11/04/2020,ID-BE,Bengkulu,0,0,0,0,4,1,0,3,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,1.023.384.213,-3.533.583.627,0.00,2.00,0.00,0.50,25.00%,0.00%,1.00,1.00
11/04/2020,ID-JK,DKI Jakarta,195,11,7,177,1435,203,80,1152,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,1.068.361.183,-6.204.698.991,17.98,132.31,1.01,18.72,14.15%,5.57%,3.90,1.00
11/04/2020,ID-YO,Daerah Istimewa Yogyakarta,0,0,0,0,25,6,13,6,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,1.104.448.783,-789.450.185,0.00,6.89,0.00,1.65,24.00%,52.00%,1.00,1.00
11/04/2020,ID-GO,Gorontalo,0,0,0,0,1,0,0,1,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,1.223.760.581,0.687002604,0.00,0.85,0.00,0.00,0.00%,0.00%,0.00,1.00
11/04/2020,IDN,Indonesia,330,21,4,305,3842,327,286,3229,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921.327,-0.789275,1.24,14.49,0.08,1.23,8.51%,7.44%,1.51,0.81
11/04/2020,ID-JA,Jambi,2,0,0,2,3,0,0,3,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,1.027.236.404,-169.769.766,0.57,0.86,0.00,0.00,0.00%,0.00%,,1.00
11/04/2020,ID-JB,Jawa Barat,35,0,0,35,450,37,20,393,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,1.076.037.083,-6.920.432.083,0.77,9.96,0.00,0.82,8.22%,4.44%,3.50,1.00
11/04/2020,ID-JT,Jawa Tengah,0,1,0,-1,131,29,32,70,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,1.102.011.149,-7.259.097.177,0.00,3.60,0.03,0.80,22.14%,24.43%,1.00,
11/04/2020,ID-JI,Jawa Timur,11,3,2,6,218,24,49,145,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,1.127.329.414,-7.723.345.579,0.27,5.39,0.07,0.59,11.01%,22.48%,0.33,0.75
11/04/2020,ID-KB,Kalimantan Barat,0,0,0,0,7,1,3,3,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,1.111.211.776,-0.086474572,0.00,1.29,0.00,0.18,14.29%,42.86%,1.00,1.00
11/04/2020,ID-KS,Kalimantan Selatan,0,1,0,-1,28,5,3,20,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,1.154.385.783,-2.993.594.979,0.00,6.96,0.25,1.24,17.86%,10.71%,0.00,
11/04/2020,ID-KT,Kalimantan Tengah,0,0,0,0,20,1,7,12,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,1.134.176.536,-1.602.484.653,0.00,7.78,0.00,0.39,5.00%,35.00%,0.00,1.00
11/04/2020,ID-KI,Kalimantan Timur,0,0,0,0,32,1,6,25,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,1.164.684.405,0.45385803,0.00,9.01,0.00,0.28,3.13%,18.75%,0.00,1.00
11/04/2020,ID-KU,Kalimantan Utara,0,1,0,-1,16,1,0,15,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,1.162.188.791,2.891.012.621,0.00,24.68,1.54,1.54,6.25%,0.00%,1.00,
11/04/2020,ID-BB,Kepulauan Bangka Belitung,1,0,0,1,4,1,0,3,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,1.065.499.324,-2.447.444.127,0.72,2.90,0.00,0.72,25.00%,0.00%,,1.00
11/04/2020,ID-KR,Kepulauan Riau,0,1,0,-1,16,4,2,10,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261.746,3.916.346,0.00,8.29,0.52,2.07,25.00%,12.50%,1.00,
11/04/2020,ID-LA,Lampung,0,0,2,-2,19,5,4,10,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,1.050.214.366,-4.916.792.975,0.00,2.09,0.00,0.55,26.32%,21.05%,0.00,1.00
11/04/2020,ID-MA,Maluku,0,0,0,0,3,0,0,3,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576.792,-3.192.572,0.00,1.62,0.00,0.00,0.00%,0.00%,1.00,1.00
11/04/2020,ID-MU,Maluku Utara,0,0,0,0,2,0,1,1,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,1.275.391.072,0.212036949,0.00,1.53,0.00,0.00,0.00%,50.00%,1.00,1.00
11/04/2020,ID-NB,Nusa Tenggara Barat,2,2,0,0,23,2,2,19,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,1.175.086.257,-8.606.998.866,0.38,4.36,0.38,0.38,8.70%,8.70%,0.22,
11/04/2020,ID-NT,Nusa Tenggara Timur,0,0,0,0,1,0,0,1,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592.271,-8.682.205,0.00,0.18,0.00,0.00,0.00%,0.00%,1.00,1.00
11/04/2020,ID-PA,Papua,24,0,2,22,60,4,7,49,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,13.869.603,-466.620.953,5.53,13.82,0.00,0.92,6.67%,11.67%,,0.00
11/04/2020,ID-PB,Papua Barat,0,0,0,0,2,0,0,2,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,1.329.762.624,-2.045.160.182,0.00,1.75,0.00,0.00,0.00%,0.00%,1.00,1.00
11/04/2020,ID-RI,Riau,3,0,1,2,15,3,3,9,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,1.018.051.092,0.511647851,0.49,2.47,0.00,0.49,20.00%,20.00%,,1.00
11/04/2020,ID-SR,Sulawesi Barat,2,1,1,0,5,1,1,3,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,1.193.450.194,-2.461.746.053,1.28,3.21,0.64,0.64,20.00%,20.00%,2.00,
11/04/2020,ID-SN,Sulawesi Selatan,11,6,0,5,175,18,24,133,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,1.201.620.559,-3.731.080.714,1.17,18.56,0.64,1.91,10.29%,13.71%,0.33,6.00
11/04/2020,ID-ST,Sulawesi Tengah,5,0,0,5,19,2,2,15,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,1.212.010.927,-100.413.668,1.69,6.43,0.00,0.68,10.53%,10.53%,0.56,1.00
11/04/2020,ID-SG,Sulawesi Tenggara,1,1,0,0,16,1,1,14,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070.311,-4.124.688.793,0.38,6.07,0.38,0.38,6.25%,6.25%,,
11/04/2020,ID-SA,Sulawesi Utara,0,0,1,-1,11,3,1,7,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,1.245.212.396,1.259.638.212,0.00,4.16,0.00,1.14,27.27%,9.09%,0.00,0.00
11/04/2020,ID-SB,Sumatera Barat,0,0,0,0,31,3,5,23,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,1.004.650.624,-0.850253225,0.00,5.62,0.00,0.54,9.68%,16.13%,0.00,0.00
11/04/2020,ID-SS,Sumatera Selatan,0,0,0,0,17,0,1,16,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,1.041.694.647,-3.216.211.808,0.00,2.07,0.00,0.00,0.00%,5.88%,0.00,1.00
11/04/2020,ID-SU,Sumatera Utara,0,3,0,-3,48,8,8,32,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,9.905.196.442,2.191.894.453,0.00,3.23,0.20,0.54,16.67%,16.67%,1.00,
12/04/2020,ID-AC,Aceh,0,0,0,0,5,0,1,4,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,9.691.052.174,4.225.614.628,0.00,0.95,0.00,0.00,0.00%,20.00%,1.00,1.00
